Run,AGE,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,sample_type,sex,SRA Study,tissue,cell_type,cell_line
SRR8981978,adult,WGA,302,19123139508,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461796,Human,8484368900,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761274,Illumina HiSeq 4000,donor 3,363-10-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 2 (363-10),2019-04-28T17:30:00Z,1,363-10,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981979,adult,WGA,302,15577795106,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461795,Human,7322331402,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761273,Illumina HiSeq 4000,donor 3,363-1-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 1 (363-1),2019-04-28T17:06:00Z,1,363-1,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981980,adult,WGA,302,13056341538,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461794,Human,5962389705,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761272,Illumina HiSeq 4000,donor 2,362-9-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 10 (362-9),2019-04-28T17:03:00Z,1,362-9,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981981,adult,WGS,302,103411771972,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461875,Human,46905388159,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761271,Illumina HiSeq 4000,donor 4,364,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Bulk (364),2019-04-28T20:32:00Z,1,364,tissue sample,female,SRP194057,prefrontal cortex,neuron,
SRR8981982,adult,WGA,302,20082358552,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461865,Human,9485019110,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761270,Illumina HiSeq 4000,donor 1,348HB2-2-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 49 (348HB2-2),2019-04-28T17:20:00Z,1,348HB2-2,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981983,adult,WGA,500,24739599500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461785,Human,12743813225,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761269,Illumina HiSeq 2500,donor 2,362-11-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 1 (362-11),2019-04-28T17:20:00Z,1,362-11,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981984,adult,WGA,500,30342462500,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461786,Human,15580002341,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761268,Illumina HiSeq 2500,donor 2,362-12-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 1 Prefrontal Cortex Neuron Cell 2 (362-12),2019-04-28T17:26:00Z,1,362-12,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8981985,adult,WGA,500,7345560000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461783,Human,4352240462,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761267,Illumina HiSeq 2500,donor 1,345HS1-8-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 18 (345HS1-8),2019-04-28T16:53:00Z,1,345HS1-8,single cell,male,SRP194057,sperm,sperm,
SRR8981986,adult,WGA,500,6234565500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461784,Human,3684271236,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761266,Illumina HiSeq 2500,donor 1,345HS1-9-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 19 (345HS1-9),2019-04-28T16:51:00Z,1,345HS1-9,single cell,male,SRP194057,sperm,sperm,
SRR8981987,adult,WGA,302,18885459468,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461864,Human,8936493802,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761265,Illumina HiSeq 4000,donor 1,348HB2-19-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 48 (348HB2-19),2019-04-28T17:15:00Z,1,348HB2-19,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981988,adult,WGA,500,4480393000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461782,Human,2624612755,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761264,Illumina HiSeq 2500,donor 1,345HS1-7-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 17 (345HS1-7),2019-04-28T16:48:00Z,1,345HS1-7,single cell,male,SRP194057,sperm,sperm,
SRR8981989,adult,WGA,500,6527920500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461779,Human,3855531199,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761263,Illumina HiSeq 2500,donor 1,345HS1-4-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 14 (345HS1-4),2019-04-28T16:52:00Z,1,345HS1-4,single cell,male,SRP194057,sperm,sperm,
SRR8981990,adult,WGA,500,7514162500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461780,Human,4428405508,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761262,Illumina HiSeq 2500,donor 1,345HS1-5-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 15 (345HS1-5),2019-04-28T16:53:00Z,1,345HS1-5,single cell,male,SRP194057,sperm,sperm,
SRR8981991,adult,WGA,500,7066110500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461777,Human,4148552858,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761261,Illumina HiSeq 2500,donor 1,345HS1-23-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 12 (345HS1-23),2019-04-28T16:53:00Z,1,345HS1-23,single cell,male,SRP194057,sperm,sperm,
SRR8981992,adult,WGA,500,7055391000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461778,Human,4199453573,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761260,Illumina HiSeq 2500,donor 1,345HS1-3-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Sperm Cell 13 (345HS1-3),2019-04-28T16:52:00Z,1,345HS1-3,single cell,male,SRP194057,sperm,sperm,
SRR8981993,adult,WGA,500,15292595000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461845,Human,7981617077,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761259,Illumina HiSeq 2500,donor 1,348HB2-16-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 29 (348HB2-16),2019-04-28T17:03:00Z,1,348HB2-16,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981994,adult,WGA,500,10723117500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461846,Human,6269938837,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761258,Illumina HiSeq 2500,donor 1,347HB1-4-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 30 (347HB1-4),2019-04-28T16:57:00Z,1,347HB1-4,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981995,adult,WGA,302,17029343610,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461867,Human,7982816336,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761257,Illumina HiSeq 4000,donor 1,348HB2-24-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 51 (348HB2-24),2019-04-28T17:27:00Z,1,348HB2-24,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981996,adult,WGA,302,16609350398,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461866,Human,7886248277,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761256,Illumina HiSeq 4000,donor 1,348HB2-21-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 50 (348HB2-21),2019-04-28T17:08:00Z,1,348HB2-21,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981997,adult,WGA,302,13347345114,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461869,Human,6327612448,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761255,Illumina HiSeq 4000,donor 1,348HB2-8-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 53 (348HB2-8),2019-04-28T17:04:00Z,1,348HB2-8,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981998,adult,WGA,302,20907559962,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461868,Human,9856454376,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761254,Illumina HiSeq 4000,donor 1,348HB2-6-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 52 (348HB2-6),2019-04-28T17:24:00Z,1,348HB2-6,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8981999,adult,WGA,302,20958277540,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461822,Human,9967409480,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761253,Illumina HiSeq 4000,donor 1,340-15-C,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 6 (340-15),2019-04-28T17:21:00Z,1,340-15,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982000,adult,WGA,302,23774399756,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461821,Human,11319443611,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761252,Illumina HiSeq 4000,donor 1,340-14-C,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 5 (340-14),2019-04-28T17:27:00Z,1,340-14,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982001,adult,WGA,500,16864692000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461837,Human,8862423782,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761251,Illumina HiSeq 2500,donor 1,348HB2-3-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 21 (348HB2-3),2019-04-28T17:11:00Z,1,348HB2-3,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982002,adult,WGA,500,30381752000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461838,Human,18342006917,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761250,Illumina HiSeq 2500,donor 1,340-2-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 22 (340-2),2019-04-28T17:32:00Z,1,340-2,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982003,adult,WGA,500,10838843500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461839,Human,6356129017,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761249,Illumina HiSeq 2500,donor 1,347HB1-8-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 23 (347HB1-8),2019-04-28T16:58:00Z,1,347HB1-8,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982004,adult,WGA,500,16270103500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461840,Human,8418167236,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761248,Illumina HiSeq 2500,donor 1,348HB2-7-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 24 (348HB2-7),2019-04-28T17:05:00Z,1,348HB2-7,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982005,adult,WGA,500,32406650000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461841,Human,19629996875,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761247,Illumina HiSeq 2500,donor 1,340-13-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 25 (340-13),2019-04-28T17:31:00Z,1,340-13,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982006,adult,WGA,500,15328841500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461842,Human,8065224561,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761246,Illumina HiSeq 2500,donor 1,348HB2-15-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 26 (348HB2-15),2019-04-28T16:59:00Z,1,348HB2-15,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982007,adult,WGA,500,16806900000,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461843,Human,8778087650,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761245,Illumina HiSeq 2500,donor 1,348HB2-14-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 27 (348HB2-14),2019-04-28T17:04:00Z,1,348HB2-14,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982008,adult,WGA,500,15366887500,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461844,Human,8086350935,HARVARD UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761244,Illumina HiSeq 2500,donor 1,348HB2-10-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 28 (348HB2-10),2019-04-28T17:03:00Z,1,348HB2-10,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982009,adult,WGA,302,18834035210,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461807,Human,8256498190,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761243,Illumina HiSeq 4000,donor 4,364-10-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 2 (364-10),2019-04-28T17:11:00Z,1,364-10,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982010,adult,WGA,302,12500109482,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461806,Human,5804097057,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761242,Illumina HiSeq 4000,donor 4,364-1-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 1 (364-1),2019-04-28T17:05:00Z,1,364-1,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982011,adult,WGA,302,15580036550,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461805,Human,7050459416,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761241,Illumina HiSeq 4000,donor 3,363-9-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 11 (363-9),2019-04-28T17:12:00Z,1,363-9,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8982012,adult,WGA,302,15605138488,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461804,Human,6952598274,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761240,Illumina HiSeq 4000,donor 3,363-8-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 2 Prefrontal Cortex Neuron Cell 10 (363-8),2019-04-28T17:12:00Z,1,363-8,single cell,male,SRP194057,prefrontal cortex,neuron,
SRR8982013,adult,WGA,302,18272306150,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461811,Human,8046030505,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761239,Illumina HiSeq 4000,donor 4,364-4-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 6 (364-4),2019-04-28T17:12:00Z,1,364-4,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982014,adult,WGA,302,16456717786,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461810,Human,7302313184,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761238,Illumina HiSeq 4000,donor 4,364-3-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 5 (364-3),2019-04-28T17:17:00Z,1,364-3,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982015,adult,WGA,302,19713908586,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461809,Human,8658022054,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761237,Illumina HiSeq 4000,donor 4,364-2-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 4 (364-2),2019-04-28T17:18:00Z,1,364-2,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982016,adult,WGA,302,17870372236,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461808,Human,7826068920,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761236,Illumina HiSeq 4000,donor 4,364-12-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 3 (364-12),2019-04-28T17:24:00Z,1,364-12,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982017,adult,WGA,302,17827030706,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461813,Human,7814310150,HARVARD UNIVERSITY,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761235,Illumina HiSeq 4000,donor 4,364-6-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 8 (364-6),2019-04-28T17:16:00Z,1,364-6,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982018,adult,WGA,302,16280618264,"NIH NeuroBioBank at the University of Maryland\, Baltimore\, MD",PRJNA533595,SAMN11461812,Human,7229080742,HARVARD UNIVERSITY,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5761234,Illumina HiSeq 4000,donor 4,364-5-B,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Brain 3 Prefrontal Cortex Neuron Cell 7 (364-5),2019-04-28T17:12:00Z,1,364-5,single cell,female,SRP194057,prefrontal cortex,neuron,
SRR8982019,adult,WGA,500,14087495500,Horizon Discovery,PRJNA533595,SAMN11461740,Human,8378524689,HARVARD UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761233,Illumina HiSeq 2500,cell line,349HAP1-3-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 5 Day Cell 4 (349HAP1-3),2019-04-28T17:01:00Z,1,349HAP1-3,single cell,male,SRP194057,leukemia,,eHAP
SRR8982020,adult,WGA,500,15683799000,Horizon Discovery,PRJNA533595,SAMN11461739,Human,9303961138,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX5761232,Illumina HiSeq 2500,cell line,349HAP1-12-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 5 Day Cell 3 (349HAP1-12),2019-04-28T17:04:00Z,1,349HAP1-12,single cell,male,SRP194057,leukemia,,eHAP
SRR8982021,adult,WGA,500,15993192000,Horizon Discovery,PRJNA533595,SAMN11461738,Human,9424134457,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX5761231,Illumina HiSeq 2500,cell line,349HAP1-11-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 5 Day Cell 2 (349HAP1-11),2019-04-28T17:04:00Z,1,349HAP1-11,single cell,male,SRP194057,leukemia,,eHAP
SRR8982022,adult,WGA,500,8675162500,Horizon Discovery,PRJNA533595,SAMN11461737,Human,5207813125,HARVARD UNIVERSITY,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5761230,Illumina HiSeq 2500,cell line,349HAP1-1-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 5 Day Cell 1 (349HAP1-1),2019-04-28T16:54:00Z,1,349HAP1-1,single cell,male,SRP194057,leukemia,,eHAP
SRR8982023,adult,WGA,302,20093952332,"Xie Lab\, CCB\, Harvard",PRJNA533595,SAMN11461841,Human,9595769849,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX5761229,Illumina HiSeq 4000,donor 1,340-13-C,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,Peripheral Blood Mononuclear Cell 25 (340-13),2019-04-28T17:16:00Z,1,340-13,single cell,male,SRP194057,blood,peripheral blood mononuclear cell,
SRR8982024,adult,WGA,500,7006133000,Horizon Discovery,PRJNA533595,SAMN11461743,Human,4159496089,HARVARD UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5761228,Illumina HiSeq 2500,cell line,349HAP1-6-A,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2021-02-02T00:00:00Z,eHAP 5 Day Cell 7 (349HAP1-6),2019-04-28T16:52:00Z,1,349HAP1-6,single cell,male,SRP194057,leukemia,,eHAP
